date,release_time_utc,actual,forecast,delta,delta_k,pct_delta,delta_zscore,delta_std_series,EUR/USD_returns_1m,EUR/USD_returns_5m,EUR/USD_returns_15m,EUR/USD_returns_30m,EUR/USD_returns_1h,EUR/USD_returns_2h,EUR/USD_returns_4h,EUR/USD_returns_6h,EUR/USD_returns_12h,GBP/USD_returns_1m,GBP/USD_returns_5m,GBP/USD_returns_15m,GBP/USD_returns_30m,GBP/USD_returns_1h,GBP/USD_returns_2h,GBP/USD_returns_4h,GBP/USD_returns_6h,GBP/USD_returns_12h,USD/CAD_returns_1m,USD/CAD_returns_5m,USD/CAD_returns_15m,USD/CAD_returns_30m,USD/CAD_returns_1h,USD/CAD_returns_2h,USD/CAD_returns_4h,USD/CAD_returns_6h,USD/CAD_returns_12h,USD/JPY_returns_1m,USD/JPY_returns_5m,USD/JPY_returns_15m,USD/JPY_returns_30m,USD/JPY_returns_1h,USD/JPY_returns_2h,USD/JPY_returns_4h,USD/JPY_returns_6h,USD/JPY_returns_12h
2021-06-04,2021-06-04 12:30:00,559000.0,645000.0,-86000.0,-86.0,-13.333333333333334,-0.6144618491118373,139959.8691510419,0.02140728176924177,0.07821891415680063,0.05187149044083608,0.18690203698519559,0.2626508801686257,0.24124359839940218,0.18772539397632518,0.14738090141123045,0.15643782831360126,0.008468535860713612,0.024699896260425146,-0.0028228452869097607,0.07480540010302247,0.17642783043167987,0.13479086244979613,-0.0014114226434627153,-0.08186251332030471,-0.10444527561556713,-0.11626564638751186,-0.2613915596088111,-0.2432508204561578,-0.30509424938569163,-0.3908504708346362,-0.2671636129755685,-0.34467404390057643,-0.39827168230617366,-0.4518693207117708,-0.2106983925165737,-0.22159658523294867,-0.22341295068567352,-0.30696576151121047,-0.4304786122967975,-0.6048496957587838,-0.572155117609659,-0.5412769049132719,-0.5757878485151215
2021-07-02,2021-07-02 12:30:00,850000.0,725000.0,125000.0,125.0,17.24137931034483,0.8931131527788333,139959.8691510419,0.005075283370002625,0.29521231602097725,0.22669599052613904,0.27744882422603384,0.15902554559297108,0.20893249873117684,0.18271020131958737,0.4297073253256618,0.34004398578921796,0.031283875708445374,0.27646215742337454,0.2946504572538657,0.2990156492131784,0.21025674604041147,0.2786447534030309,0.37467897650800724,0.6867902015991237,0.5769328706229851,-0.11749084617551336,-0.30901702007806425,-0.2985555063775079,-0.31706433830926284,-0.3033838973162235,-0.5262946123204434,-0.6357381402647583,-0.9222226692954593,-0.85221100068403,-0.05017606422535987,-0.21683227754531925,-0.1989122546076807,-0.30464038993970216,-0.24460831309863731,-0.2714883475050824,-0.30912039567410543,-0.5205766663381356,-0.5349126846882312
2021-08-06,2021-08-06 12:30:00,943000.0,870000.0,73000.0,73.0,8.39080459770115,0.5215780812228387,139959.8691510419,0.022870695862097536,-0.052517894201860565,-0.14061242641141797,-0.18042437846766043,-0.18042437846766043,-0.35746050569648813,-0.4015077718012763,-0.3718605734615132,-0.38880182965567694,0.0826351263958299,-0.015089892646179487,-0.03520974950777341,-0.10634781483982625,-0.12215627380249577,-0.2859893939611595,-0.33485190348216426,-0.30323498555680917,-0.33988186769756273,0.019947657347127817,-0.05106600280862807,-0.022341376228780317,-0.030320439167627902,-0.033512064343152764,0.15958125877696938,0.23378654410826782,0.18830588535683485,0.1444210391931643,0.002726157481030591,-0.02544413648962315,0.034531328093049846,0.10177654595846677,0.16084329138079195,0.253532645735832,0.20264437275659863,0.17901767458767115,0.13994275069289505
2021-09-03,2021-09-03 12:30:00,235000.0,720000.0,-485000.0,-485.0,-67.36111111111111,-3.465279032781873,139959.8691510419,0.05041974437189048,-0.005041974437185316,-0.20840161007050678,-0.05546171880909446,-0.02605020125881568,-0.1428559423870417,-0.116805741128226,-0.05966336417340933,-0.19159502861320996,0.06929106578321077,0.028871277409681838,-0.13930391350165197,-0.015879202575309788,-0.03248018708586602,0.0028871277409697866,0.0887791780347368,0.21076032509058606,0.038976224503052055,-0.12529528187446923,-0.18514971589094345,0.03112430568857439,-0.16360211964501417,0.030326246568349535,-0.06544084785799503,-0.06544084785799503,-0.1675924152461207,-0.07262337993998327,-0.2428398621178873,-0.10823199847201864,0.0018190251843994386,-0.05638978071651186,-0.18554056880916928,-0.259211088777521,-0.30650574357202276,-0.2919535420967885,-0.24738742507889236
2021-10-08,2021-10-08 12:30:00,194000.0,490000.0,-296000.0,-296.0,-60.40816326530612,-2.1148919457802773,139959.8691510419,-0.07596160486154202,-0.06387680408811226,-0.06042400386712959,-0.10531040673986594,-0.166597610662246,-0.1070368068503477,-0.1968096125958204,-0.0733720046958098,-0.10962640701607991,-0.0710222072530452,-0.10689940473139817,-0.08346939821492044,-0.11275690636050544,-0.23722881597925782,-0.10250627850954742,-0.33607415597061524,-0.2386931913865306,-0.35877197478344847,-0.1540094320802435,-0.1771507457088734,-0.2521605209189359,-0.249766591922872,-0.21226170431784072,-0.3686650653941482,-0.32397839080092505,-0.541825929442921,-0.5242704501384462,-0.05276714485028217,-0.10911172324974054,-0.17887167745859375,-0.1922870532679886,-0.026830751618789696,0.1341537580939485,0.3577433549171875,0.31660286910170576,0.3604264300790665
2021-11-05,2021-11-05 12:30:00,531000.0,455000.0,76000.0,76.0,16.7032967032967,0.5430127968895306,139959.8691510419,-0.13086055984053213,-0.09879538954848072,-0.12046104515122649,-0.2079902937862863,-0.04939769477424036,-0.1273940549440905,0.15945922523616118,0.12132767137534171,0.20885692001040157,-0.12484208961877861,-0.03641227613880355,-0.09734710559559505,-0.07951252136433859,0.11295236679796299,0.13524559708702943,0.2727205172029473,0.22887716430112165,0.2660325481162324,-0.0016031935615673607,-0.15150179156880084,-0.11382674287179878,-0.16512893684218571,-0.2420822277977572,-0.10741396862549374,-0.24849500204406225,-0.19639121129288273,-0.19158163060816286,0.04123458089873581,0.01842396167816041,0.014037304135745419,-0.05790387955993271,-0.3544419294274503,-0.30355670193539647,-0.4877963187169881,-0.5290308996157239,-0.5834254531417296
2021-12-03,2021-12-03 13:30:00,210000.0,553000.0,-343000.0,-343.0,-62.0253164556962,-2.4507024912251185,139959.8691510419,-0.005294133218034375,-0.19323586245841143,-0.1623534186865116,-0.20117706228546298,-0.2444124835661228,-0.5426486548489741,-0.22500066176665687,-0.08647084256129997,-0.19058879584939425,-0.0075132609054973775,-0.13148206584622912,-0.17581030518865864,-0.18407489218471074,-0.29151452313333825,-0.7160137642939818,-0.5522246765541156,-0.45981156741649953,-0.6266059595185512,-0.3120222159817782,-0.37676682579798826,-0.36896627039844465,-0.4313707135948107,-0.5210771006895706,-0.1973540516084684,0.12402883085275518,0.0366626103778566,0.1833130518893003,-0.09706938696269839,-0.015001632530595306,-0.07853795854254607,0.15001632530599068,0.20031591673211838,0.1023640807970276,-0.41210367010527504,-0.608007341975444,-0.5382938731567842
2022-01-07,2022-01-07 13:30:00,199000.0,426000.0,-227000.0,-227.0,-53.286384976525824,-1.6218934854463611,139959.8691510419,-0.010598459690515967,-0.12188228644103166,-0.15014484561575397,-0.16074330530628955,0.06535716809158702,0.22521726842366038,0.3029393061541762,0.3656468593231146,0.32590263548366016,0.016221198156690063,-0.08258064516129106,-0.16589861751151067,-0.17548387096774554,-0.002211981566818396,0.03465437788018215,0.13050691244239995,0.2492165898617466,0.14894009216590842,-0.16994358817003324,-0.03068425897513713,0.060581742079128996,0.1250973635140542,-0.029110707232829124,-0.2501947270281084,-0.4453151430751921,-0.5751331618161878,-0.5609711961353633,0.03883327580255584,0.00431480842251438,-0.018122195374526057,-0.021574042112522847,-0.1259924059371771,-0.18122195374524833,-0.22178115291680256,-0.2752847773558754,-0.3028995512599233
2022-02-04,2022-02-04 13:30:00,467000.0,110000.0,357000.0,357.0,324.54545454545456,2.550731164336348,139959.8691510419,-0.06981411990574325,-0.18500741775023125,-0.2714023911336021,-0.18151671175494022,-0.18500741775023125,-0.17191727026791406,-0.0008726764988082266,-0.06894144340691566,-0.09861244436686041,-0.11886392664396853,-0.23772785328795343,-0.2296067154427088,-0.23772785328795343,-0.1306764907825122,-0.07530509638314206,-0.0420822597435167,-0.04798854181278854,-0.1757118915606648,-0.015689597012699,0.298886823091956,0.16787868803590023,0.24083531414496626,0.18121484549669611,0.26358522981337457,0.08158590446605571,0.0078447985063495,0.11453405819271666,0.0008678596844503626,0.12931109298248739,0.09199312655129445,0.1232360751913595,0.08157881033793944,0.05988231822679136,-0.023432211480048794,-0.006075017791127873,-0.06248589728013011
2022-03-04,2022-03-04 13:30:00,678000.0,407000.0,271000.0,271.0,66.58476658476658,1.9362693152245105,139959.8691510419,-0.06304824561404235,-0.06487573099415099,-0.3188961988304087,-0.31615497076023563,-0.25950292397660396,-0.28600146198831117,-0.18183479532163158,-0.09868421052631304,-0.11787280701754507,-0.032395862370317136,-0.03314925451846911,-0.23882531096260126,-0.2923161534810397,-0.34806717244391727,-0.3450536038513261,-0.3661485839994474,-0.24861940888850992,-0.3646417997031602,-0.030591114457840147,0.00862826305221311,0.16472138554216795,0.19295933734939028,0.2588478915662714,0.1662901606425624,-0.08157630522087803,-0.23845381526103882,-0.18746862449800095,-0.058025236647694205,-0.06668571972944493,-0.03117773909428786,-0.04070427048420505,-0.05369499510682499,-0.44255068547723214,-0.5144326950557251,-0.5923770427914448,-0.5871807529423968
